layer,model,lineno,class,source_name,alias,path
silver,CRM_MEMBER_AMT_CHANGE,12,E_label_join,DTL_CD_NM,AREA_NM,silver/crm/CRM_MEMBER_AMT_CHANGE.sql
silver,CRM_MEMBER_AMT_CHANGE,13,A_same,AGE,AGE,silver/crm/CRM_MEMBER_AMT_CHANGE.sql
silver,CRM_MEMBER_AMT_CHANGE,19,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_MEMBER_AMT_CHANGE.sql
silver,CRM_MEMBER_AMT_CHANGE,20,C_expr,,DW_LOAD_TS,silver/crm/CRM_MEMBER_AMT_CHANGE.sql
silver,CRM_MEMBER_AMT_CHANGE,21,C_expr,,DW_UPDATE_TS,silver/crm/CRM_MEMBER_AMT_CHANGE.sql
silver,CRM_MEMBER_AMT_CHANGE,22,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_MEMBER_AMT_CHANGE.sql
silver,CRM_MEMBER_DEV,44,C_expr,,SPNSR_NO,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,45,A_same,SPNSR_BSNS_NO,SPNSR_BSNS_NO,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,46,C_expr,,OCCRRNC_DE,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,47,A_same,SER_NO,SER_NO,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,48,C_expr,,MBER_NO,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,49,C_expr,,SPNSR_BSNS_ID,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,50,A_same,SPNSR_AMT,SPNSR_AMT,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,51,C_expr,,DVLP_DIV_CD,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,52,E_label_join,DTL_CD_NM,DVLP_DIV_NM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,53,C_expr,,ACT_DEPT_CD,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,55,C_expr,,CMPGN_CD,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,56,C_expr,,SETLE_CD,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,57,C_expr,,AREA_CD,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,58,E_label_join,DTL_CD_NM,AREA_NM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,59,A_same,AGE,AGE,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,67,A_same,MBER_INFLOW_PATH_NM,MBER_INFLOW_PATH_NM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,69,A_same,CMPGN_CTGR_NM,CMPGN_CTGR_NM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,71,A_same,CMPGN_TYPE1_NM,CMPGN_TYPE1_NM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,73,A_same,CMPGN_TYPE2_NM,CMPGN_TYPE2_NM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,75,A_same,MK_CMPGN_NM,MK_CMPGN_NM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,77,A_same,CMMN_BRND_NM,CMMN_BRND_NM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,79,A_same,MKTG_UTM_NM,MKTG_UTM_NM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,82,A_same,SPNSR_DIV_NM,SPNSR_DIV_NM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,84,A_same,CPR_DIV_NM,CPR_DIV_NM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,90,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,91,C_expr,,DW_LOAD_TS,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,92,C_expr,,DW_UPDATE_TS,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,93,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DEV,98,B_renamed,_LOAD_DT,SRC_LOAD_DT,silver/crm/CRM_MEMBER_DEV.sql
silver,CRM_MEMBER_DISCONTINUE,8,C_expr,,MBER_NO,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_DISCONTINUE,9,C_expr,,SPNSR_DSCNTC_DE,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_DISCONTINUE,10,A_same,SER_NO,SER_NO,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_DISCONTINUE,11,C_expr,,DSCNTC_RSN_CD,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_DISCONTINUE,12,E_label_join,DTL_CD_NM,DSCNTC_RSN_NM,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_DISCONTINUE,13,C_expr,,DSCNTC_PATH,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_DISCONTINUE,14,E_label_join,DTL_CD_NM,DSCNTC_PATH_NM,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_DISCONTINUE,15,C_expr,,REGIST_DEPT_CD,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_DISCONTINUE,16,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_DISCONTINUE,17,C_expr,,DW_LOAD_TS,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_DISCONTINUE,18,C_expr,,DW_UPDATE_TS,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_DISCONTINUE,19,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_MEMBER_DISCONTINUE.sql
silver,CRM_MEMBER_RESPONSOR,4,C_expr,,MBER_NO,silver/crm/CRM_MEMBER_RESPONSOR.sql
silver,CRM_MEMBER_RESPONSOR,5,A_same,SER_NO,SER_NO,silver/crm/CRM_MEMBER_RESPONSOR.sql
silver,CRM_MEMBER_RESPONSOR,6,C_expr,,RE_SPNSR_DE,silver/crm/CRM_MEMBER_RESPONSOR.sql
silver,CRM_MEMBER_RESPONSOR,7,C_expr,,REGIST_DEPT_CD,silver/crm/CRM_MEMBER_RESPONSOR.sql
silver,CRM_MEMBER_RESPONSOR,8,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_MEMBER_RESPONSOR.sql
silver,CRM_MEMBER_RESPONSOR,9,C_expr,,DW_LOAD_TS,silver/crm/CRM_MEMBER_RESPONSOR.sql
silver,CRM_MEMBER_RESPONSOR,10,C_expr,,DW_UPDATE_TS,silver/crm/CRM_MEMBER_RESPONSOR.sql
silver,CRM_MEMBER_RESPONSOR,11,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_MEMBER_RESPONSOR.sql
silver,CRM_MEMBER_SPONSOR_BIZ,4,C_expr,,SPNSR_NO,silver/crm/CRM_MEMBER_SPONSOR_BIZ.sql
silver,CRM_MEMBER_SPONSOR_BIZ,5,A_same,SPNSR_BSNS_NO,SPNSR_BSNS_NO,silver/crm/CRM_MEMBER_SPONSOR_BIZ.sql
silver,CRM_MEMBER_SPONSOR_BIZ,6,C_expr,,SPNSR_BSNS_ID,silver/crm/CRM_MEMBER_SPONSOR_BIZ.sql
silver,CRM_MEMBER_SPONSOR_BIZ,7,A_same,SPNSR_AMT,SPNSR_AMT,silver/crm/CRM_MEMBER_SPONSOR_BIZ.sql
silver,CRM_MEMBER_SPONSOR_BIZ,8,C_expr,,SPNSR_DSCNTC_YN,silver/crm/CRM_MEMBER_SPONSOR_BIZ.sql
silver,CRM_MEMBER_SPONSOR_BIZ,9,C_expr,,SPNSR_DSCNTC_DE,silver/crm/CRM_MEMBER_SPONSOR_BIZ.sql
silver,CRM_MEMBER_SPONSOR_BIZ,10,C_expr,,SPNSR_DSCNTC_RSN_CD,silver/crm/CRM_MEMBER_SPONSOR_BIZ.sql
silver,CRM_MEMBER_SPONSOR_BIZ,11,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_MEMBER_SPONSOR_BIZ.sql
silver,CRM_MEMBER_SPONSOR_BIZ,12,C_expr,,DW_LOAD_TS,silver/crm/CRM_MEMBER_SPONSOR_BIZ.sql
silver,CRM_MEMBER_SPONSOR_BIZ,13,C_expr,,DW_UPDATE_TS,silver/crm/CRM_MEMBER_SPONSOR_BIZ.sql
silver,CRM_MEMBER_SPONSOR_BIZ,14,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_MEMBER_SPONSOR_BIZ.sql
silver,CRM_MEMBER_SPONSOR_SPAN,28,A_same,MBER_NO,MBER_NO,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,29,A_same,SPNSR_NO,SPNSR_NO,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,30,A_same,SPNSR_BSNS_NO,SPNSR_BSNS_NO,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,31,A_same,SPNSR_BSNS_ID,SPNSR_BSNS_ID,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,32,A_same,SPNSR_AMT,SPNSR_AMT,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,39,A_same,SPNSR_DSCNTC_DE,SPNSR_DSCNTC_DE,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,40,A_same,SPNSR_DSCNTC_YN,SPNSR_DSCNTC_YN,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,41,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,42,C_expr,,DW_SOURCE_TABLE,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,43,C_expr,,DW_LOAD_TS,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,44,C_expr,,DW_UPDATE_TS,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,45,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,52,C_expr,,SPNSR_NO,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_SPONSOR_SPAN,53,C_expr,,MBER_NO,silver/crm/CRM_MEMBER_SPONSOR_SPAN.sql
silver,CRM_MEMBER_STATUS_HIST,4,A_same,MBER_NO,MBER_NO,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,5,A_same,SER_NO,SER_NO,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,6,A_same,BF_STAT_CD,BF_STAT_CD,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,7,E_label_join,DTL_CD_NM,BF_STAT_NM,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,8,A_same,CHN_STAT_CD,CHN_STAT_CD,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,9,E_label_join,DTL_CD_NM,CHN_STAT_NM,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,10,B_renamed,FRST_REGIST_DT,EFFECTIVE_FROM,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,11,C_expr,,EFFECTIVE_TO,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,12,C_expr,,IS_CURRENT,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,13,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,14,C_expr,,DW_LOAD_TS,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,15,C_expr,,DW_UPDATE_TS,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_MEMBER_STATUS_HIST,16,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_MEMBER_STATUS_HIST.sql
silver,CRM_ORG,4,C_expr,,DEPT_ID,silver/crm/CRM_ORG.sql
silver,CRM_ORG,5,C_expr,,DEPT_NM,silver/crm/CRM_ORG.sql
silver,CRM_ORG,6,C_expr,,UPPER_DEPT_ID,silver/crm/CRM_ORG.sql
silver,CRM_ORG,7,C_expr,,ACMSLT_UPPER_DEPT_ID,silver/crm/CRM_ORG.sql
silver,CRM_ORG,8,C_expr,,ACMSLT_DEPT_YN,silver/crm/CRM_ORG.sql
silver,CRM_ORG,9,A_same,STATS_DEPT_LVL,STATS_DEPT_LVL,silver/crm/CRM_ORG.sql
silver,CRM_ORG,10,C_expr,,USE_YN,silver/crm/CRM_ORG.sql
silver,CRM_ORG,11,A_same,SORT_ORDR,SORT_ORDR,silver/crm/CRM_ORG.sql
silver,CRM_ORG,12,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_ORG.sql
silver,CRM_ORG,13,C_expr,,DW_LOAD_TS,silver/crm/CRM_ORG.sql
silver,CRM_ORG,14,C_expr,,DW_UPDATE_TS,silver/crm/CRM_ORG.sql
silver,CRM_ORG,15,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_ORG.sql
silver,CRM_PAYMENT_BILLING,4,C_expr,,PAY_KEY,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,5,C_expr,,PAYMENT_TYPE,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,6,C_expr,,MBER_NO,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,7,C_expr,,SPNSR_BSNS_ID,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,8,A_same,RELATNSP_KEY,RELATNSP_KEY,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,9,C_expr,,MBRFEE_MT,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,10,A_same,MBRFEE_SQNC,MBRFEE_SQNC,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,11,A_same,RQEST_AMT,RQEST_AMT,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,12,A_same,RQEST_DE,RQEST_DE,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,13,A_same,PAY_AMT,PAY_AMT,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,14,A_same,PAY_DE,PAY_DE,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,15,C_expr,,PAY_STAT_CD,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,16,C_expr,,SETLE_CD,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,17,C_expr,,GFT_DIV_CD,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,21,C_expr,,RQEST_RST_CD,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,22,C_expr,,PRCS_RST_CD,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,31,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,32,C_expr,,DW_SOURCE_TABLE,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,33,C_expr,,DW_LOAD_TS,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,34,C_expr,,DW_UPDATE_TS,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_BILLING,35,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_PAYMENT_BILLING.sql
silver,CRM_PAYMENT_METHOD,4,A_same,SETLE_KEY,SETLE_KEY,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_PAYMENT_METHOD,5,C_expr,,MBER_NO,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_PAYMENT_METHOD,6,C_expr,,SETLE_CD,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_PAYMENT_METHOD,7,E_label_join,DTL_CD_NM,SETLE_NM,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_PAYMENT_METHOD,8,C_expr,,CARD_DIV_CD,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_PAYMENT_METHOD,9,C_expr,,FNLT_CD,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_PAYMENT_METHOD,10,A_same,WTDRW_STRT_DE,WTDRW_STRT_DE,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_PAYMENT_METHOD,11,C_expr,,SETLE_STAT_CD,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_PAYMENT_METHOD,19,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_PAYMENT_METHOD,20,C_expr,,DW_LOAD_TS,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_PAYMENT_METHOD,21,C_expr,,DW_UPDATE_TS,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_PAYMENT_METHOD,22,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_PAYMENT_METHOD.sql
silver,CRM_RELATION_ACTIVITY,3,C_expr,,ACTIVITY_KEY,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,4,C_expr,,ACTIVITY_TYPE,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,5,A_same,RELATNSP_KEY,RELATNSP_KEY,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,6,C_expr,,MNG_NO,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,7,D_literal,NULL,GFTMNEY,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,8,A_same,LETTER_DIV_CD,LETTER_DIV_CD,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,9,A_same,RCEPT_DE,RCEPT_DE,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,10,A_same,SNDNG_DE,SNDNG_DE,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,11,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,12,C_expr,,DW_SOURCE_TABLE,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,13,C_expr,,DW_LOAD_TS,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,14,C_expr,,DW_UPDATE_TS,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_RELATION_ACTIVITY,15,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_RELATION_ACTIVITY.sql
silver,CRM_SEND_MEMBER,30,C_expr,,MBER_NO,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,31,C_expr,,SEND_CHANNEL,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,32,C_expr,,SEND_RESULT_CD,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,33,C_expr,,OPEN_DT,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,34,C_expr,,DW_SOURCE_TABLE,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,64,A_same,SNDNG_KEY,SNDNG_KEY,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,65,A_same,SNDNG_DTL_KEY,SNDNG_DTL_KEY,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,66,A_same,MBER_NO,MBER_NO,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,67,A_same,SNDNG_DE,SNDNG_DE,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,68,A_same,SNDNG_RST_CD,SNDNG_RST_CD,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,69,A_same,SEND_CHANNEL,SEND_CHANNEL,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,70,A_same,DW_SOURCE_SYSTEM,DW_SOURCE_SYSTEM,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,71,A_same,DW_SOURCE_TABLE,DW_SOURCE_TABLE,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,72,C_expr,,DW_LOAD_TS,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,73,C_expr,,DW_UPDATE_TS,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,74,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,78,C_expr,,SEND_STATUS_GROUP,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,79,E_label_join,DTL_CD_NM,SEND_STATUS_NAME,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,81,A_same,SEND_RESULT_CD,SEND_RESULT_CD,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,82,B_renamed,CD_ID,SEND_RESULT_GROUP,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,83,E_label_join,DTL_CD_NM,SEND_RESULT_NAME,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_MEMBER,87,A_same,OPEN_DT,OPEN_DT,silver/crm/CRM_SEND_MEMBER.sql
silver,CRM_SEND_REQUEST,8,C_expr,,SNDNG_TY_CD,silver/crm/CRM_SEND_REQUEST.sql
silver,CRM_SEND_REQUEST,9,C_expr,,SEND_GBN_MID_NM,silver/crm/CRM_SEND_REQUEST.sql
silver,CRM_SEND_REQUEST,10,C_expr,,SEND_GBN_BOT_NM,silver/crm/CRM_SEND_REQUEST.sql
silver,CRM_SEND_REQUEST,11,C_expr,,REQ_SEQ_NO,silver/crm/CRM_SEND_REQUEST.sql
silver,CRM_SEND_REQUEST,12,C_expr,,SNDNG_TIME_DIV_CD,silver/crm/CRM_SEND_REQUEST.sql
silver,CRM_SEND_REQUEST,13,C_expr,,DW_SOURCE_TABLE,silver/crm/CRM_SEND_REQUEST.sql
silver,CRM_SEND_REQUEST,14,C_expr,,DW_BATCH_ID,silver/crm/CRM_SEND_REQUEST.sql
silver,CRM_SEND_RESULT,3,C_expr,,SEND_CHANNEL,silver/crm/CRM_SEND_RESULT.sql
silver,CRM_SEND_RESULT,4,C_expr,,FAILR_CNT,silver/crm/CRM_SEND_RESULT.sql
silver,CRM_SEND_RESULT,5,D_literal,NULL,TOT_CLICK_CNT,silver/crm/CRM_SEND_RESULT.sql
silver,CRM_SEND_RESULT,6,C_expr,,DW_SOURCE_TABLE,silver/crm/CRM_SEND_RESULT.sql
silver,CRM_SEND_RESULT,7,C_expr,,DW_BATCH_ID,silver/crm/CRM_SEND_RESULT.sql
silver,CRM_SPONSORSHIP,4,C_expr,,SPNSR_BSNS_ID,silver/crm/CRM_SPONSORSHIP.sql
silver,CRM_SPONSORSHIP,5,C_expr,,SPNSR_BSNS_NM,silver/crm/CRM_SPONSORSHIP.sql
silver,CRM_SPONSORSHIP,6,C_expr,,SPNSR_BSNS_ABRV_CD,silver/crm/CRM_SPONSORSHIP.sql
silver,CRM_SPONSORSHIP,7,C_expr,,SPNSR_DIV_CD,silver/crm/CRM_SPONSORSHIP.sql
silver,CRM_SPONSORSHIP,8,C_expr,,DNTN_TY_CD,silver/crm/CRM_SPONSORSHIP.sql
silver,CRM_SPONSORSHIP,9,C_expr,,CPR_DIV_CD,silver/crm/CRM_SPONSORSHIP.sql
silver,CRM_SPONSORSHIP,10,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_SPONSORSHIP.sql
silver,CRM_SPONSORSHIP,11,C_expr,,DW_LOAD_TS,silver/crm/CRM_SPONSORSHIP.sql
silver,CRM_SPONSORSHIP,12,C_expr,,DW_UPDATE_TS,silver/crm/CRM_SPONSORSHIP.sql
silver,CRM_SPONSORSHIP,13,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_SPONSORSHIP.sql
silver,CRM_SPONSOR_RELATION,5,A_same,RELATNSP_KEY,RELATNSP_KEY,silver/crm/CRM_SPONSOR_RELATION.sql
silver,CRM_SPONSOR_RELATION,6,C_expr,,SPNSR_NO,silver/crm/CRM_SPONSOR_RELATION.sql
silver,CRM_SPONSOR_RELATION,7,A_same,SPNSR_BSNS_NO,SPNSR_BSNS_NO,silver/crm/CRM_SPONSOR_RELATION.sql
silver,CRM_SPONSOR_RELATION,8,A_same,SPNSR_BSNS_ID,SPNSR_BSNS_ID,silver/crm/CRM_SPONSOR_RELATION.sql
silver,CRM_SPONSOR_RELATION,9,A_same,CHILD_CD,CHILD_CD,silver/crm/CRM_SPONSOR_RELATION.sql
silver,CRM_SPONSOR_RELATION,10,C_expr,,MBER_NO,silver/crm/CRM_SPONSOR_RELATION.sql
silver,CRM_SPONSOR_RELATION,11,A_same,RELATNSP_STRT_DE,RELATNSP_STRT_DE,silver/crm/CRM_SPONSOR_RELATION.sql
silver,CRM_SPONSOR_RELATION,12,A_same,RELATNSP_DSCNTC_DE,RELATNSP_DSCNTC_DE,silver/crm/CRM_SPONSOR_RELATION.sql
silver,CRM_SPONSOR_RELATION,13,C_expr,,RELATNSP_DSCNTC_YN,silver/crm/CRM_SPONSOR_RELATION.sql
silver,CRM_SPONSOR_RELATION,17,C_expr,,DW_SOURCE_SYSTEM,silver/crm/CRM_SPONSOR_RELATION.sql
silver,CRM_SPONSOR_RELATION,18,C_expr,,DW_LOAD_TS,silver/crm/CRM_SPONSOR_RELATION.sql
silver,CRM_SPONSOR_RELATION,19,C_expr,,DW_UPDATE_TS,silver/crm/CRM_SPONSOR_RELATION.sql
