layer,model,lineno,class,source_name,alias,path
silver,CRM_SPONSOR_RELATION,20,D_literal,NULL,DW_BATCH_ID,silver/crm/CRM_SPONSOR_RELATION.sql
silver,ERP_BUDGET,8,C_expr,,BUDGET_ITEM_DK,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,28,A_same,BUDGET_ITEM_DK,BUDGET_ITEM_DK,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,29,A_same,BUDGET_YEAR,BUDGET_YEAR,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,30,A_same,MONTH_NO,MONTH_NO,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,31,C_expr,,MONTH_KEY,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,32,B_renamed,YB,YEAR_BUDGET_AMT,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,33,B_renamed,CB,CHN_BUDGET_AMT,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,34,B_renamed,AB,ADJ_BUDGET_AMT,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,35,B_renamed,EX,EXEC_AMT,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,36,C_expr,,DW_SOURCE_SYSTEM,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,37,C_expr,,DW_SOURCE_TABLE,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,38,C_expr,,DW_LOAD_TS,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,39,C_expr,,DW_UPDATE_TS,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET,40,D_literal,NULL,DW_BATCH_ID,silver/erp/ERP_BUDGET.sql
silver,ERP_BUDGET_ITEM,6,C_expr,,BUDGET_ITEM_DK,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,7,C_expr,,BUDGET_YEAR,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,8,C_expr,,INCOME_EXPENSE_DIV,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,9,C_expr,,BUDGET_UNIT_NM,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,10,C_expr,,JANG_NM,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,11,C_expr,,KWAN_NM,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,12,C_expr,,HANG_NM,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,13,C_expr,,MOK_NM,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,14,C_expr,,DTL_ITEM_NM,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,15,C_expr,,SUBDTL_ITEM_NM,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,16,C_expr,,FUND_SOURCE_NM,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,17,C_expr,,DW_SOURCE_SYSTEM,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,18,C_expr,,DW_SOURCE_TABLE,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,19,C_expr,,DW_LOAD_TS,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,20,C_expr,,DW_UPDATE_TS,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_ITEM,21,D_literal,NULL,DW_BATCH_ID,silver/erp/ERP_BUDGET_ITEM.sql
silver,ERP_BUDGET_YEARLY,17,C_expr,,BUDGET_ITEM_DK,silver/erp/ERP_BUDGET_YEARLY.sql
silver,ERP_BUDGET_YEARLY,18,C_expr,,BUDGET_YEAR,silver/erp/ERP_BUDGET_YEARLY.sql
silver,ERP_BUDGET_YEARLY,19,B_renamed,YEAR_BDGT_TOT_AMT,YEAR_BUDGET_TOT_AMT,silver/erp/ERP_BUDGET_YEARLY.sql
silver,ERP_BUDGET_YEARLY,20,B_renamed,CHN_BDGT_TOT_AMT,CHN_BUDGET_TOT_AMT,silver/erp/ERP_BUDGET_YEARLY.sql
silver,ERP_BUDGET_YEARLY,21,B_renamed,ADJ_BDGT_TOT_AMT,ADJ_BUDGET_TOT_AMT,silver/erp/ERP_BUDGET_YEARLY.sql
silver,ERP_BUDGET_YEARLY,22,A_same,EXEC_TOT_AMT,EXEC_TOT_AMT,silver/erp/ERP_BUDGET_YEARLY.sql
silver,ERP_BUDGET_YEARLY,23,C_expr,,DW_SOURCE_SYSTEM,silver/erp/ERP_BUDGET_YEARLY.sql
silver,ERP_BUDGET_YEARLY,24,C_expr,,DW_SOURCE_TABLE,silver/erp/ERP_BUDGET_YEARLY.sql
silver,ERP_BUDGET_YEARLY,25,C_expr,,DW_LOAD_TS,silver/erp/ERP_BUDGET_YEARLY.sql
silver,ERP_BUDGET_YEARLY,26,C_expr,,DW_UPDATE_TS,silver/erp/ERP_BUDGET_YEARLY.sql
silver,ERP_BUDGET_YEARLY,27,D_literal,NULL,DW_BATCH_ID,silver/erp/ERP_BUDGET_YEARLY.sql
silver,GA4_BASIC,69,C_expr,,EVENT_SEQ,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,73,C_expr,,USER_PSEUDO_ID,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,74,A_same,EVENT_TIMESTAMP,EVENT_TIMESTAMP,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,75,C_expr,,EVENT_NAME,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,76,A_same,EVENT_SEQ,EVENT_SEQ,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,77,C_expr,,EVENT_DATE,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,78,C_expr,,EVENT_DT,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,79,C_expr,,EVENT_TS,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,80,C_expr,,USER_ID,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,88,C_expr,,ID_SCHEME,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,89,C_expr,,GA_SESSION_ID,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,90,C_expr,,GA_SESSION_NUMBER,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,93,C_expr,,GA_SESSION_KEY,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,94,C_expr,,SESSION_ENGAGED,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,95,C_expr,,ENGAGEMENT_TIME_MSEC,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,96,B_renamed,EP_PAGE_LOCATION,PAGE_LOCATION,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,97,B_renamed,EP_PAGE_TITLE,PAGE_TITLE,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,98,B_renamed,EP_PAGE_REFERRER,PAGE_REFERRER,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,99,C_expr,,EVENT_CATEGORY,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,100,C_expr,,EVENT_ACTION,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,101,C_expr,,EVENT_LABEL,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,102,C_expr,,PERCENT_SCROLLED,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,103,B_renamed,EP_LINK_URL,LINK_URL,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,104,B_renamed,EP_LINK_TEXT,LINK_TEXT,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,109,C_expr,,DEVICE_TYPE,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,110,A_same,DEVICE_CATEGORY,DEVICE_CATEGORY,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,111,B_renamed,DEVICE_OPERATING_SYSTEM,OS,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,112,B_renamed,DEVICE_WEB_INFO_BROWSER,BROWSER,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,113,B_renamed,DEVICE_LANGUAGE,LANGUAGE,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,114,C_expr,,PLATFORM,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,115,A_same,IS_ACTIVE_USER,IS_ACTIVE_USER,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,116,A_same,GEO_COUNTRY,GEO_COUNTRY,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,117,A_same,GEO_CITY,GEO_CITY,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,118,C_expr,,UTM_SOURCE,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,119,C_expr,,UTM_MEDIUM,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,120,B_renamed,STSLC_MC_CAMPAIGN_NAME,UTM_CAMPAIGN,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,121,B_renamed,STSLC_MC_CONTENT,UTM_CONTENT,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,122,B_renamed,STSLC_MC_TERM,UTM_TERM,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,125,C_expr,,SOURCE_MEDIUM,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,126,C_expr,,XCHAN_SOURCE,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,127,C_expr,,XCHAN_MEDIUM,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,128,B_renamed,STSLC_CRC_CAMPAIGN_NAME,XCHAN_CAMPAIGN,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,129,B_renamed,STSLC_CRC_DEFAULT_CHANNEL_GROUP,DEFAULT_CHANNEL_GROUP,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,130,B_renamed,STSLC_GAC_AD_GROUP_ID,GAC_AD_GROUP_ID,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,131,B_renamed,STSLC_GAC_AD_GROUP_NAME,GAC_AD_GROUP_NAME,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,132,B_renamed,STSLC_GAC_CAMPAIGN_NAME,GAC_CAMPAIGN_NAME,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,133,B_renamed,BATCH_EVENT_INDEX,BATCH_ORDERING_ID,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,134,C_expr,,DW_SOURCE_SYSTEM,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,135,C_expr,,DW_SOURCE_TABLE,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,136,C_expr,,DW_LOAD_TS,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,137,C_expr,,DW_UPDATE_TS,silver/ga4/GA4_BASIC.sql
silver,GA4_BASIC,138,D_literal,NULL,DW_BATCH_ID,silver/ga4/GA4_BASIC.sql
silver,GA4_DEVICE,16,A_same,DEVICE_TYPE,DEVICE_TYPE,silver/ga4/GA4_DEVICE.sql
silver,GA4_DEVICE,17,A_same,PLATFORM,PLATFORM,silver/ga4/GA4_DEVICE.sql
silver,GA4_DEVICE,18,A_same,DEVICE_CATEGORY,DEVICE_CATEGORY,silver/ga4/GA4_DEVICE.sql
silver,GA4_DEVICE,19,A_same,OS,OS,silver/ga4/GA4_DEVICE.sql
silver,GA4_DEVICE,20,A_same,BROWSER,BROWSER,silver/ga4/GA4_DEVICE.sql
silver,GA4_DEVICE,21,A_same,LANGUAGE,LANGUAGE,silver/ga4/GA4_DEVICE.sql
silver,GA4_DEVICE,22,C_expr,,DW_SOURCE_SYSTEM,silver/ga4/GA4_DEVICE.sql
silver,GA4_DEVICE,23,C_expr,,DW_SOURCE_TABLE,silver/ga4/GA4_DEVICE.sql
silver,GA4_DEVICE,24,C_expr,,DW_LOAD_TS,silver/ga4/GA4_DEVICE.sql
silver,GA4_DEVICE,25,C_expr,,DW_UPDATE_TS,silver/ga4/GA4_DEVICE.sql
silver,GA4_DEVICE,26,D_literal,NULL,DW_BATCH_ID,silver/ga4/GA4_DEVICE.sql
silver,GA4_EVENT,40,C_expr,,n_id,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,41,C_expr,,sess_uid,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,47,A_same,USER_PSEUDO_ID,USER_PSEUDO_ID,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,48,A_same,EVENT_TIMESTAMP,EVENT_TIMESTAMP,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,49,A_same,EVENT_NAME,EVENT_NAME,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,50,A_same,EVENT_SEQ,EVENT_SEQ,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,51,A_same,EVENT_DATE,EVENT_DATE,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,52,A_same,EVENT_DT,EVENT_DT,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,53,A_same,EVENT_TS,EVENT_TS,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,54,A_same,USER_ID,USER_ID,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,55,A_same,ID_SCHEME,ID_SCHEME,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,56,A_same,GA_SESSION_ID,GA_SESSION_ID,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,57,A_same,GA_SESSION_NUMBER,GA_SESSION_NUMBER,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,58,A_same,GA_SESSION_KEY,GA_SESSION_KEY,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,62,C_expr,,USER_ID_FILLED,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,67,C_expr,,ID_RESOLUTION,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,68,A_same,SESSION_ENGAGED,SESSION_ENGAGED,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,69,A_same,ENGAGEMENT_TIME_MSEC,ENGAGEMENT_TIME_MSEC,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,70,A_same,PAGE_LOCATION,PAGE_LOCATION,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,71,A_same,PAGE_TITLE,PAGE_TITLE,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,72,A_same,PAGE_REFERRER,PAGE_REFERRER,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,73,A_same,EVENT_CATEGORY,EVENT_CATEGORY,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,74,A_same,EVENT_ACTION,EVENT_ACTION,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,75,A_same,EVENT_LABEL,EVENT_LABEL,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,76,A_same,PERCENT_SCROLLED,PERCENT_SCROLLED,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,77,A_same,LINK_URL,LINK_URL,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,78,A_same,LINK_TEXT,LINK_TEXT,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,79,A_same,DEVICE_TYPE,DEVICE_TYPE,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,80,A_same,DEVICE_CATEGORY,DEVICE_CATEGORY,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,81,A_same,OS,OS,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,82,A_same,GEO_COUNTRY,GEO_COUNTRY,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,83,A_same,GEO_CITY,GEO_CITY,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,84,A_same,UTM_SOURCE,UTM_SOURCE,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,85,A_same,UTM_MEDIUM,UTM_MEDIUM,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,86,A_same,UTM_CAMPAIGN,UTM_CAMPAIGN,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,87,A_same,DEFAULT_CHANNEL_GROUP,DEFAULT_CHANNEL_GROUP,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,88,A_same,PLATFORM,PLATFORM,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,89,A_same,IS_ACTIVE_USER,IS_ACTIVE_USER,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,90,A_same,BATCH_ORDERING_ID,BATCH_ORDERING_ID,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,91,D_literal,NULL,SRC_TABLE,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,92,D_literal,NULL,SRC_FILE_NAME,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,93,C_expr,,DW_SOURCE_SYSTEM,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,94,C_expr,,DW_SOURCE_TABLE,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,95,C_expr,,DW_LOAD_TS,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,96,C_expr,,DW_UPDATE_TS,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT,97,D_literal,NULL,DW_BATCH_ID,silver/ga4/GA4_EVENT.sql
silver,GA4_EVENT_DIM,20,A_same,EVENT_NAME,EVENT_NAME,silver/ga4/GA4_EVENT_DIM.sql
silver,GA4_EVENT_DIM,21,A_same,EVENT_CATEGORY,EVENT_CATEGORY,silver/ga4/GA4_EVENT_DIM.sql
silver,GA4_EVENT_DIM,22,A_same,EVENT_LABEL,EVENT_LABEL,silver/ga4/GA4_EVENT_DIM.sql
silver,GA4_EVENT_DIM,23,A_same,EVENT_ACTION,EVENT_ACTION,silver/ga4/GA4_EVENT_DIM.sql
silver,GA4_EVENT_DIM,24,C_expr,,DW_SOURCE_SYSTEM,silver/ga4/GA4_EVENT_DIM.sql
silver,GA4_EVENT_DIM,25,C_expr,,DW_SOURCE_TABLE,silver/ga4/GA4_EVENT_DIM.sql
silver,GA4_EVENT_DIM,26,C_expr,,DW_LOAD_TS,silver/ga4/GA4_EVENT_DIM.sql
silver,GA4_EVENT_DIM,27,C_expr,,DW_UPDATE_TS,silver/ga4/GA4_EVENT_DIM.sql
silver,GA4_EVENT_DIM,28,D_literal,NULL,DW_BATCH_ID,silver/ga4/GA4_EVENT_DIM.sql
silver,GA4_IDENTITY,40,C_expr,,n_id,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,41,C_expr,,sess_uid,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,51,C_expr,,member_id,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,54,C_expr,,id_resolution,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,65,C_expr,,ga_member_id,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,67,C_expr,,id_resolution,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,73,A_same,USER_PSEUDO_ID,USER_PSEUDO_ID,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,74,A_same,ga_member_id,GA_MEMBER_ID,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,83,C_expr,,ID_SCHEME,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,87,C_expr,,MEMBER_TYPE,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,88,C_expr,,MBER_NO,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,89,C_expr,,ONCE_MBER_NO,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,90,A_same,id_resolution,ID_RESOLUTION,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,91,C_expr,,DW_SOURCE_SYSTEM,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,92,C_expr,,DW_SOURCE_TABLE,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,93,C_expr,,DW_LOAD_TS,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,94,C_expr,,DW_UPDATE_TS,silver/ga4/GA4_IDENTITY.sql
silver,GA4_IDENTITY,95,D_literal,NULL,DW_BATCH_ID,silver/ga4/GA4_IDENTITY.sql
silver,GA4_TRAFFIC_SOURCE,15,A_same,UTM_SOURCE,UTM_SOURCE,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,16,A_same,UTM_MEDIUM,UTM_MEDIUM,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,17,A_same,UTM_CAMPAIGN,UTM_CAMPAIGN,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,18,A_same,UTM_CONTENT,UTM_CONTENT,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,19,A_same,UTM_TERM,UTM_TERM,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,20,A_same,SOURCE_MEDIUM,SOURCE_MEDIUM,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,21,A_same,XCHAN_SOURCE,XCHAN_SOURCE,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,22,A_same,XCHAN_MEDIUM,XCHAN_MEDIUM,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,23,A_same,XCHAN_CAMPAIGN,XCHAN_CAMPAIGN,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,24,A_same,DEFAULT_CHANNEL_GROUP,DEFAULT_CHANNEL_GROUP,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,25,C_expr,,DW_SOURCE_SYSTEM,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,26,C_expr,,DW_SOURCE_TABLE,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,27,C_expr,,DW_LOAD_TS,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,28,C_expr,,DW_UPDATE_TS,silver/ga4/GA4_TRAFFIC_SOURCE.sql
silver,GA4_TRAFFIC_SOURCE,29,D_literal,NULL,DW_BATCH_ID,silver/ga4/GA4_TRAFFIC_SOURCE.sql
